id,open_date,name,location,lat,lon,threat,commodity,max_ptl_release_gallons,description,year,month,commodity_key_tokens,description_key_tokens
7798,2008-03-25,Sodium Hydroxide Tank release,"South Seattle, WA",47.68,-122.32,Chemical,Sodium hydroxide,50000.0,,2008,3,[],
7796,2008-03-23,F/V Alaska Ranger,"120nm W. of Unalaska Is., Bering Sea, AK",53.8817,-169.983,Oil,Diesel,145000.0,,2008,3,[],
7795,2008-03-21,Mystery sheen 2,"Barbers Point, HI",21.2525,-158.069,Oil,Unknown oil,,"USCG Sector Honolulu called the NOAA SSC the afternoon of March 21 to report a mystery sheen off Barbers Point in Oahu. The sheen was observed at a location reported as 21 15 9N, 158 04 8W. Sector Honolulu requested the SSC examine photos of the observed sheen. A trajectory for the sheen and spot weather forecast for the Barbers Point area were also provided. A follow-up overflight conducted approximately 45 minutes later did not observe sheen in the area. A vessel survey observed an area of slight discoloration but detected no petroleum odor.  ",2008,3,[],"[('Sector Honolulu', 'PERSON'), ('the NOAA SSC', 'FAC'), ('the afternoon of March 21', 'TIME'), ('Barbers Point', 'ORG'), ('Oahu', 'GPE'), ('21 15 9N', 'CARDINAL'), ('158', 'CARDINAL'), ('Sector Honolulu', 'PERSON'), ('Barbers Point', 'ORG'), ('approximately 45 minutes later', 'TIME')]"
7793,2008-03-20,Lake Palourde Orphan Well,"Morgan City, LA",29.7564,-91.0997,Oil,Crude Oil,,"On March 20, 2008, the NOAA SSC was notified by USCG of a spill from an orphan (abandoned) well in or near Lake Palourde, LA.  The spill is reportedly on-going.  No volume estimates are available, but previous production rates for this well were reported to be 1000 bbl/day.  NOAA was requested to provide trajectory information.",2008,3,[],"[('March 20, 2008', 'DATE'), ('USCG', 'ORG'), ('Lake Palourde', 'FAC'), ('LA', 'GPE'), ('1000 bbl/day', 'DATE'), ('NOAA', 'ORG')]"
7792,2008-03-17,Fluosilicic Acid Release,"Braithwaite, LA",29.874000000000002,-89.948,Chemical,flurosilicic acid,930000.0,,2008,3,"[('flurosilicic acid', 'ORG')]",
7791,2008-03-15,F/V MISS LISA,"Rockerfeller Refuge, LA",29.5933,-92.6633,Oil,Diesel Fuel,1000.0,,2008,3,[],
7790,2008-12-03,M/V JILLIAN MORRISON,Gulf of Mexico,29.2533,-92.0425,Oil,Diesel Fuel,24000.0,,2008,12,[],
7789,2008-10-03,Dolphin Mortality Event,"Galveston, TX",29.4651,-94.6069,Other,,,"NOAA ERD was contacted by NOAA Fisheries Office of Law Enforcement regarding an unusual mortality event along Galveston Island, TX.  Over the past week, several dozen dolphin carcasses have been found beached in a three-country area, with more animals coming ashore today.  The animals, all bottlenose dolphins, are believed to have been dead for several weeks.  NOAA ERD was requested to conduct a hindcast analysis to narrow the search area for planned aerial surveys.  ",2008,10,,"[('NOAA Fisheries Office of Law Enforcement', 'ORG'), ('Galveston Island', 'GPE'), ('TX', 'ORG'), ('the past week', 'DATE'), ('several dozen', 'CARDINAL'), ('three', 'CARDINAL'), ('today', 'DATE'), ('several weeks', 'DATE'), ('NOAA ERD', 'ORG')]"
7788,2008-09-03,Pipeline Failure,"Bayou Chaland, Grand Terre Island, LA",29.3091,-89.743,Oil,Suspected Mystery Oil Spill,,"On Sunday Afternoon, 9 March 2008, the NOAA Regional Scientific Support Coordinator (SSC) was notified of a possible mystery spill near Quatre Bayou Pass (Four-Bayou Pass) and Bayou Chaland.  This area is on the eastern portion of Grand Terre Island.  The aerial photographs were taken by member of the public, but could well be stranded oil.",2008,9,[],"[('Sunday', 'DATE'), ('9 March 2008', 'DATE'), ('the NOAA Regional Scientific Support Coordinator', 'ORG'), ('Quatre Bayou Pass', 'ORG'), ('Bayou Chaland', 'GPE'), ('Grand Terre Island', 'GPE')]"
7787,2008-05-03,Nitrous Oxide Release,"Ferndale, WA",48.9167,-122.7,Chemical,Nitrogen oxide,,"On March 5, 2008 between 0030-0238hrs, an estimated 10 lbs of nitrogen oxide gas was released from a flare stack at the Conoco-Philips facility in Ferndale, WA.  Calm, cold conditions raised concerns of hazardous atmospheres at and near the facility.  NOAA was called to determine plume trajectory and potential saftey measures.",2008,5,[],"[('March 5, 2008', 'DATE'), ('an estimated 10', 'CARDINAL'), ('Ferndale', 'GPE'), ('WA', 'ORG'), ('Calm', 'ORG'), ('NOAA', 'PERSON')]"
7783,2008-02-03,Grand Isle 47C,"Near SE Louisiana Coast, Gulf of Mexico",28.9839,-90.0667,Oil,Crude Oil,,"On Sunday, 2 March 2008, USCG Marine Safety Unit Morgan City notified the regional NOAA Scientific Support Coordinator of yet another small release from Grand Isle Block 47C.  This facility was destroyed during Hurricane Katrina and has been a chronic source of small oil releases.  The current report states that 100 gallons per day of a light crude is currently being released, and that oil sheen was observed 2.4 miles offshore of the Fourchon Beach area.",2008,2,[],"[('Sunday', 'DATE'), ('2', 'CARDINAL'), ('USCG Marine Safety Unit', 'ORG'), ('NOAA Scientific Support Coordinator', 'ORG'), ('Grand Isle Block', 'ORG'), ('47C.', 'CARDINAL'), ('Hurricane Katrina', 'EVENT'), ('100 gallons', 'QUANTITY'), ('2.4 miles', 'QUANTITY'), ('Fourchon Beach', 'GPE')]"
7786,2008-02-03,"Grounded Tanker, M/V EOS","Corpus Christi, TX",29.83,-97.1382,Oil,Crude Oil,,"On Sunday afternoon, 2 March 2008, the regional NOAA Scientific Support Coordinator was notified by the Texas General Land Office of a grounded tanker near Corpus Christi, TX.  There is no oil reported spilled at present.",2008,2,[],"[('Sunday', 'DATE'), ('afternoon', 'TIME'), ('2', 'CARDINAL'), ('NOAA Scientific Support Coordinator', 'PERSON'), ('the Texas General Land Office', 'ORG'), ('Corpus Christi', 'ORG'), ('TX', 'ORG')]"
7784,2008-02-03,Manilia Villiage,"Barartaria Bay, LA",29.5105,-89.9864,Oil,Crude Oil,210000.0,,2008,2,[],
7785,2008-02-03,"Sulfur Dioxide Release,","Pascagoula, MS",30.3167,-88.475,Chemical,sulfur dioxide,,"On the afternoon of 2 March 2008, USCG Sector Mobile notified the regional NOAA Scientific Support Coordinator of a HAZMAT release at the Chevron Refinery in Pascagoula, MS.  An equipment failure resulted in a plant shut in and the release of 500 lbs of sulfur dioxide.  The facility was restarted, and there was no report of injury by the USCG.  Since the event had already occurred, and the gas had reportedly dissipated, this report served only as a notification only.  There was no threat to the coastal marine environment.",2008,2,[],"[('the afternoon of 2 March 2008', 'TIME'), ('USCG Sector Mobile', 'ORG'), ('the Chevron Refinery', 'FAC'), ('Pascagoula', 'GPE'), ('MS', 'GPE'), ('500', 'CARDINAL'), ('USCG', 'ORG')]"
7781,2008-02-23,Mystery Sheen,"Barbers Point, HI",21.33,-158.12,Oil,Suspected diesel,,"USCG Sector Honolulu called the NOAA SSC Saturday evening (23Feb08) at 1730 to report a mystery sheen off Barbers Point, Hawaii. Reports of oil odor had first been received at approximately 0130. A USCG overflight reported observing a sheen approximately 100 feet wide stretching from Barbers point to the Kahe Power Plant. USCG observers on-scene reported the oil appeared to be thick diesel.  NOAA trajectory support was requested.  ",2008,2,[],"[('Sector Honolulu', 'PERSON'), ('NOAA', 'FAC'), ('Saturday', 'DATE'), ('evening', 'TIME'), ('23Feb08', 'CARDINAL'), ('1730', 'DATE'), ('Barbers Point', 'ORG'), ('Hawaii', 'GPE'), ('first', 'ORDINAL'), ('0130', 'DATE'), ('USCG', 'ORG'), ('approximately 100 feet', 'QUANTITY'), ('Barbers', 'ORG'), ('the Kahe Power Plant', 'ORG')]"
7780,2008-02-22,Chemical Release Port of Seattle,"Terminal 5, Seattle, WA",47.578,-122.361,Chemical,DiMethyl Carbonate,6000.0,,2008,2,"[('DiMethyl Carbonate', 'PERSON')]",
7779,2008-02-21,S/V Sadie,"Central Coast, CA",36.015,-121.598,Oil,Diesel,30.0,"On 21Feb08 at 1030, the SSC was notified by the Monterey Bay National Marine Sanctuary of a 38ft. private sailing vessel adrift 1.5 miles off the central California coast near Lopez Point.  The skipper called a may day and was airlifted off the vessel by the USCG.  The vessel is adrift with torn sails and no anchor. ",2008,2,[],"[('21Feb08', 'CARDINAL'), ('1030', 'DATE'), ('the Monterey Bay National Marine', 'ORG'), ('38', 'CARDINAL'), ('1.5 miles', 'QUANTITY'), ('California', 'GPE'), ('Lopez Point', 'PERSON'), ('may day', 'DATE'), ('USCG', 'ORG')]"
7778,2008-02-20,F/V Isabelle,"Resurrection Bay, Seward, Alaska",60.1166,-140.434,Oil,Diesel,1000.0,,2008,2,[],
7782,2008-02-19,US Satellite,Pacific Ocean,20.0,-170.0,Chemical,"Hydrazine, berryllium",,"SSCs supporting D14 (Hawaii) and D7 (Florida) were requested to provide scientific support for the declining orbit of a US satellite should it survive re-entry to earth. The satellite poses some potential harm to the public due to hazardous substance on board.  The toxicity of the hydrazine fuel and beryllium shielding are of concern.  - On 20Feb2008, a US Navy missle shot down the satellite while orbiting. It is believed that the satellite and the hydrazine was destroyed.",2008,2,"[('Hydrazine', 'ORG')]","[('D14', 'PERSON'), ('Florida', 'GPE'), ('US', 'GPE'), ('earth', 'LOC'), ('US Navy', 'ORG')]"
7777,2008-02-18,F/V Westward,"Prince of Wales Isl., SE Alaska",55.5808,-133.27700000000002,Oil,diesel and hydraulic fluid and lube oil,5800.0,,2008,2,[],
7776,2008-02-16,OSV GRADY FAGAN Allision,"GOM, South of FGBNMS",27.3099,-93.5691,Oil,Marine Diesel Fuel,9000.0,,2008,2,"[('Marine Diesel Fuel', 'PERSON')]",
7775,2008-02-15,Well Blowout,"South Pelto, LA",28.9481,-90.7236,Oil,light condensate,3780.0,,2008,2,[],
7774,2008-02-14,Mystery Noxious Odor,South Central Indiana,38.73,-86.47,Other,Unknown,,"On February 14, 2008, NOAA ERD was contacted regarding a mystery air quality incident in South-central Indiana.  Starting at about 0630 EST, there have been widespread reports of a foul odor, covering four counties in south-central Indiana: Orange, Lawrence, Monroe and Morgan Counties. There are no know fires or chemical releases.  ERD was requested to assist in identifying and locating the source of the odor.",2008,2,[],"[('February 14, 2008', 'DATE'), ('NOAA ERD', 'ORG'), ('South-central', 'LOC'), ('Indiana', 'GPE'), ('0630', 'DATE'), ('four', 'CARDINAL'), ('Indiana', 'GPE'), ('Orange, Lawrence', 'ORG'), ('Monroe', 'GPE'), ('Morgan Counties', 'ORG'), ('ERD', 'ORG')]"
7773,2008-02-13,Gold Coast,"Nanticoke River, Maryland",38.31,-75.9,Oil,No. 6 oil,17640000.0,,2008,2,"[('6', 'CARDINAL')]",
7772,2008-02-13,M/V Centaurus Leader,"Brunswick, GA",31.1115,-81.4697,Oil,HFO,1320.0,,2008,2,[],
7770,2008-12-02,Lake Raccourci Well #2,"Terrebone Parish, LA",29.1911,-90.3431,Oil,Crude Oil,,"On 12 Feb. 2008, the NOAA Scientific Support Coordinator (SSC) was notified of a leaking well in Lake Raccourci, Terrebonne Parish, LA.  The well casing is reported to have failed, allowing an unknown amount of oil to be released.  Sheens and slicks ranging from 400 yds to 4 miles in length have been reported.  NOAA was requested to provide trajectory and weather support and will go on-scene in the morning.  Severe thunderstorms have prevent assessment until tomorrow.",2008,12,[],"[('12 Feb. 2008', 'DATE'), ('the NOAA Scientific Support Coordinator', 'ORG'), ('Lake Raccourci', 'GPE'), ('Terrebonne Parish', 'PERSON'), ('LA', 'GPE'), ('Sheens', 'PERSON'), ('400', 'CARDINAL'), ('4 miles', 'QUANTITY'), ('NOAA', 'PERSON'), ('the morning', 'TIME'), ('tomorrow', 'DATE')]"
7769,2008-11-02,LNG Catalunya Spirit,"37 NM East of Provincetown, MA",42.1398,-69.3642,Oil,"Bunker, LNG",,"On 2/11/08, NOAA ERD was notified that the 940-foot LNG Tanker Catalunya Spirit was disabled and adrift offshore of Cape Cod, MA.  Vessel has 2400 MT bunker, 110 MT diesel, and 137,808 cubic meters of LNG. The tanker is drifting offshore and not in immediate peril, and tugs and a technician are enroute.  At current drift rate and course, the USCG estimates the vessel will encounter Cultivator Shoals at Georges Bank 1000 Tuesday.  NOAA ERD was requested to provide trajectory for the bunker fuel onboard and more detailed bathymetry for the shoal.  ",2008,11,[],"[('NOAA ERD', 'ORG'), ('LNG Tanker Catalunya', 'ORG'), ('Cape Cod', 'GPE'), ('MA', 'GPE'), ('Vessel', 'ORG'), ('2400', 'CARDINAL'), ('110', 'CARDINAL'), ('137,808 cubic meters', 'QUANTITY'), ('LNG', 'ORG'), ('USCG', 'ORG'), ('Cultivator Shoals', 'ORG'), ('Georges Bank 1000', 'ORG'), ('Tuesday', 'DATE'), ('NOAA ERD', 'ORG')]"
7768,2008-10-02,Pt. Judith Anhydrous Ammonia Release,"Pt. Judith, RI",41.3799,-71.5135,Chemical,Anhydrous ammonia,,"NOAA was notified by the USCG Sector Southern New England this morning of an anhydrous ammonia release from a fish processing plant refrigeration unit in Point Judith, RI. The system contained 600 pounds of anhydrous ammonia. A plan employee noticed ""smoke"" coming from the unit and make local notifications. The electricity to the unit was cut, a local Hazmat Unit responded, and an area about 0.3 miles around the facility was evacuated (this is the ERB recommended distance). NOAA supplied chemistry support and agreed with the actions taken thus far.",2008,10,[],"[('the USCG Sector Southern New England', 'ORG'), ('this morning', 'TIME'), ('Point Judith', 'GPE'), ('RI', 'GPE'), ('600 pounds', 'QUANTITY'), ('Hazmat Unit', 'ORG'), ('about 0.3 miles', 'QUANTITY'), ('ERB', 'ORG')]"
7767,2008-05-02,Lost Container,Hawaii,21.30480556,-157.8586111,Chemical,Unspecified fumigant residues,,"The evening of February 5 USCG Sector Honolulu called the NOAA SSC for an assessment of risk from a container with potential unspecified fumigant residues used on corn seed. The container was lost from a farm during recent storm related flooding in the Hawaiian Islands, floated downriver into the ocean, and was lost.  Verbal support on potential risk was provided. ",2008,5,[],"[('The evening of', 'TIME'), ('February 5', 'DATE'), ('Hawaiian Islands', 'LOC')]"
7765,2008-04-02,F/V Allegura,Off Jupiter Inlet Florida,26.9105,-79.9862,Oil,diesel,1000.0,,2008,4,[],
7766,2008-03-02,Sea Lion Cage Adrift,"Seattle, WA",47.67,-122.41,Other,,0.0,"Seattle Police Department and USCG Sector Seattle contacted the HDO on Sunday morning February 3 to report that a NOAA sea lion cage was adrift inside the breakwall of the Shilshole Marina in Seattle near Buoy #4. They asked for assistance in determining who within NOAA the cage belonged to. After a search for home phone numbers and multiple calls, the SSC determined that the cage belongs to NOAA's National Marine Mammal Laboratory (NMML) in Seattle and made the appropriate notification. NMML contacted the USCG and Seattle Police Department to begin efforts to retrieve the cage. ",2008,3,,"[('Seattle Police Department', 'ORG'), ('USCG Sector Seattle', 'ORG'), ('HDO', 'ORG'), ('Sunday', 'DATE'), ('February 3', 'DATE'), ('Marina', 'LOC'), ('Seattle', 'GPE'), ('SSC', 'ORG'), ('NOAA', 'ORG'), ('National Marine Mammal Laboratory', 'ORG'), ('NMML', 'ORG'), ('Seattle', 'GPE'), ('NMML', 'ORG'), ('USCG', 'ORG'), ('Seattle Police Department', 'ORG')]"
7762,2008-01-29,Mystery Tarball Incident,"Pacifica, CA",37.5272,-122.51799999999999,Oil,Tarballs,,"On January 28, 2008, tarballs began washing ashore on numerous beaches between Mussel Rocks and Carmel, CA with the highest concentration being reported near Pacifica and Half Moon Bay.  Shoreline surveys & cleanup were initiated by Cosco Busan responders, a NOAA trajectory hindcast was requested and tarball samples were sent for laboratory analysis to determine whether the oil was from the Cosco Busan incident or some other source.  Both trajectory estimates and analytical results were consistent with natural seep area(s) south of Monterey Bay as the potential oil source. ",2008,1,[],"[('January 28, 2008', 'DATE'), ('Mussel Rocks', 'PERSON'), ('Carmel', 'GPE'), ('Pacifica', 'GPE'), ('Half Moon Bay', 'LOC'), ('Shoreline', 'PERSON'), ('Cosco Busan', 'PERSON'), ('NOAA', 'ORG'), ('Monterey Bay', 'FAC')]"
7761,2008-01-28,MV MSC JAPAN,"Chesapeake Bay, Maryland",39.04,-76.4,Oil,Diesel fuel and IFO,,"The MV MSC JAPAN, a 796 ft. long containership lost power and ran aground approximately 1 nmi north of Sandy Point State Park near Annapolis, MD.  There have been no reports of any pollution.  The vessel is carrying 74 mt of diesel and 2,342 mt of IFO. USCG Annapolis on-scene.  USCG working with vessel owner to prepare plan to attempt to refloat vessel this evening.  USCG has not requested any on-scene support or any products at this time and will keep SSC posted as to status of incident. ",2008,1,"[('IFO', 'ORG')]","[('796', 'CARDINAL'), ('nmi', 'ORG'), ('Sandy Point State Park', 'FAC'), ('Annapolis', 'GPE'), ('MD', 'GPE'), ('74', 'CARDINAL'), ('2,342 mt', 'QUANTITY'), ('IFO', 'ORG'), ('USCG', 'ORG'), ('this evening', 'TIME'), ('USCG', 'ORG'), ('SSC', 'ORG')]"
7760,2008-01-28,Tug Accue IV,"Calcasieu, LA",30.0683,-93.27,Oil,Diesel,8.0,"Potential towboat sinking, cause unknown.  10,000 gallon potential",2008,1,[],"[('10,000 gallon', 'QUANTITY')]"
7758,2008-01-24,USNS Flint,"Off Oahu, HI",20.5707,-159.256,Oil,Diesel,42.0,USCG Sector Honolulu called the SSC the night of January 24 to report 1 barrel of diesel had been released by the USNS Flint 80 miles south of the Island of Oahu.  Oil fate information was requested.,2008,1,[],"[('Sector Honolulu', 'PERSON'), ('the night of January 24', 'TIME'), ('1', 'CARDINAL'), ('USNS', 'ORG'), ('80 miles', 'QUANTITY'), ('the Island of Oahu', 'LOC')]"
7759,2008-01-24,USNS Flint,"Off Oahu, HI",20.5707,-159.256,Oil,Diesel,42.0,USCG Sector Honolulu called the SSC the evening of January 24 to report the USNF Flint had released one barrel of diesel 80 miles south of the Island of Oahu. Oil fate information was requested.,2008,1,[],"[('Sector Honolulu', 'PERSON'), ('the evening of', 'TIME'), ('January 24', 'DATE'), ('the USNF Flint', 'ORG'), ('one', 'CARDINAL'), ('80 miles', 'QUANTITY'), ('the Island of Oahu', 'LOC')]"
7757,2008-01-24,Vessel Collision,"Newark Bay, NJ",40.6644,-74.1409,Oil,IFO and Diesel,,"Collision between Break bulk ship and dredge barge in Newark Bay. Approx location is middle of Newark Bay N 40.39'51.70"" W 074.08'27.13"" Collision occurred approx. 1400hrs EST. 2998 Metric Tons of IFO (Fuel oil) on board vessel and 225 Metric Tons of Diesel on board vessel. Slight sheen in water at this time extending to entrance of Arthur Kill (about 0.5 mile).Cannot verify if coming from vessel or bargeUnknown if barge had any fuel storage capacity on board.",2008,1,"[('IFO', 'ORG')]","[('Newark Bay', 'LOC'), ('Newark Bay N', 'FAC'), (""W 074.08'27.13"", 'WORK_OF_ART'), ('Metric Tons', 'QUANTITY'), ('IFO', 'ORG'), ('225 Metric Tons', 'QUANTITY'), ('Arthur Kill', 'ORG'), ('about 0.5 mile', 'QUANTITY')]"
7756,2008-01-23,F/V Anna Marie,"Copalis Beach, WA",47.1265,-124.18799999999999,Oil,Diesel,2000.0,,2008,1,[],
7755,2008-01-23,Tug Joseph Foss,"Cape Meares, OR",45.4617,-124.05,Oil,Diesel,1300.0,,2008,1,[],
7754,2008-01-21,F/V Haeshin,"Gray's Harbor, WA",46.905,-124.133,Oil,"diesel, gasoline",540.0,,2008,1,[],
7753,2008-01-19,Breton Sound 53 Well Incident,Gulf of Mexico,29.4256,-89.1386,Oil,Crude Oil (Specific Oil Type Unknown at Present),,"On Saturday afternoon, 19 January 2008, the NOAA Scientific Support Coordinator was notified of a vessel hitting a oil and gas well.  The time of the incident was approximately 0400 hrs.  The skipper of the vessel reported that he could smell oil and gas, but in the dark, could see nothing.  The reported position is just 4.5 miles SW of Breton National Wildlife Refuge and 9 miles NNE of the Delta National Wildlife Refuge.  The USCG responded in the SAR mode, but little information as to the damage of the well or possible oil release on water is available.  ",2008,1,[],"[('Saturday', 'DATE'), ('afternoon', 'TIME'), ('19 January 2008', 'DATE'), ('the NOAA Scientific Support Coordinator', 'ORG'), ('just 4.5 miles', 'QUANTITY'), ('Breton National Wildlife Refuge', 'ORG'), ('9 miles', 'QUANTITY'), ('the Delta National Wildlife Refuge', 'ORG'), ('USCG', 'ORG'), ('SAR', 'ORG')]"
7752,2008-01-17,Barge 10356 Incident,"Mississippi River near Plaquemine, LA",30.293000000000003,-91.228,Chemical,Chloroform,,"At 0224 hrs on 17 Jan. 2008, the USCG received a report that two barges collided at mile marker 210 on the Mississippi River in vicinity of Plaquemines, LA.  A north-bound tow struck a barge containing chloroform.  Two deck hands were evacuated because of exposure to chloroform.  The River has been shut down five miles up and down stream of the incident.  The NOAA Scientific Support Coordinator was notified at 0400 hrs and arrived on-scene shortly afterwards.  ",2008,1,[],"[('0224', 'DATE'), ('17 Jan. 2008', 'DATE'), ('USCG', 'ORG'), ('two', 'CARDINAL'), ('210', 'CARDINAL'), ('the Mississippi River', 'LOC'), ('Plaquemines', 'GPE'), ('LA', 'GPE'), ('Two', 'CARDINAL'), ('River', 'LOC'), ('five miles', 'QUANTITY'), ('The NOAA Scientific Support Coordinator', 'ORG'), ('0400', 'PRODUCT')]"
7751,2008-01-16,M/V Ever Radiant,"Savannah River, Ga",32.25,-80.8083,Oil,HFO and diesel,,965 ft Container vessel lost power and grounded in Savannah River while inbound.,2008,1,"[('HFO', 'ORG')]","[('965', 'CARDINAL'), ('Savannah River', 'GPE')]"
7750,2008-01-14,Calcium Chloride Barge,"Baton Rouge, LA",30.1947,-91.0186,Chemical,calcium chloride solution,,"On the evening of 14 January 2008, the NOAA SSC was notified by the HAZMAT Duty Officer of an incident on the Mississippi River near Baton Rouge, LA.  A barge carry 4000 bbls of Calcium Chloride solution capsized for reasons unknown at present.  The barge has been pushed to the river's edge, and a salvage crew is responding.  The RP reports that the barge is not leaking, but that would be very difficult to assess given that the product is heavier than freshwater.",2008,1,[],"[('the evening of', 'TIME'), ('14 January 2008', 'DATE'), ('Duty Officer', 'PERSON'), ('the Mississippi River', 'LOC'), ('Baton Rouge', 'GPE'), ('LA', 'GPE'), ('4000', 'CARDINAL'), ('Calcium Chloride', 'ORG'), ('RP', 'ORG')]"
7749,2008-01-14,Deer Island Oil Spill,"Terrebonne Parish, LA",29.4733,-91.2047,Oil,Crude Oil,210.0,,2008,1,[],
7747,2008-12-01,Tarballs Ashore,"Ocean Shores, WA",47.04,-124.171,Oil,Tarballs,,"USCG Sector Portland called about reports from Washington Department of Ecology of tarballs washing ashore over an approximately 10 mile area of shoreline north of Ocean Shores, WA between Moclips and Copalis Beach. They asked for information regarding potential natural sources and a general transport assessment.  ",2008,12,[],"[('USCG Sector Portland', 'ORG'), ('Washington Department of Ecology', 'ORG'), ('an approximately 10 mile', 'QUANTITY'), ('Ocean Shores', 'ORG'), ('WA', 'ORG'), ('Moclips', 'ORG'), ('Copalis Beach', 'GPE')]"
7748,2008-11-01,Oil Well Allision and Release,"West Cote Blanche Bay, LA",29.6947,-91.8128,Oil,Crude Oil,210.0,,2008,11,[],
7745,2008-09-01,Marina Diesel Spill,"Westport, WA",46.9,-124.1,Oil,diesel,150.0,,2008,9,[],
7746,2008-09-01,Missing Body Search,"Dauphin Island, AL",30.291,-88.13,Other,,,NOAA ERD was contacted to assist in a missing body search near the Dauphin Island Bridge. For more details please contact the SSC or Glen Watabayashi,2008,9,,"[('the Dauphin Island Bridge', 'FAC'), ('Glen Watabayashi', 'PERSON')]"
7744,2008-07-01,Epichlorhydrin Rail Car Incident,"Port Beinville, MS",30.41,-88.84,Chemical,Epichlorhydrin,,"NOAA HDO was notified by USCG on the evening of January 7th, 2008 of a small release of Epichlorhydrin from a railroad tank car during transit between Louisiana and Mississippi.  The cause of the release was reported as an equipment failure (loose bolt) that was repaired.  The USCG reported the release of 35lbs enroute.  As follow up to the incident, the USCG requested NOAA to provide modeling to assess potential hazards associated with Epichlorhydrin releases.",2008,7,[],"[('USCG', 'ORG'), ('the evening of January 7th, 2008', 'TIME'), ('Epichlorhydrin', 'ORG'), ('Louisiana', 'GPE'), ('Mississippi', 'GPE'), ('USCG', 'ORG'), ('35lbs', 'CARDINAL'), ('USCG', 'ORG'), ('Epichlorhydrin', 'ORG')]"
7743,2008-03-01,Leaking Container,"North Charleston, SC",32.8,-79.9,Chemical,methyltetrahydrofuran,4290.0,,2008,3,[],
7742,2008-03-01,M/V Sun Venus,"Offshore, HI",20.0,-159.55,Oil,"Fish Oil, bunker fuel",,"On January 3, 2008, the NOAA SSC was notified of a disabled freighter adrift 120 NM SW of Oahu, HI.  The vessel is reportedly carrying 4272 metric tons of fish oil, 258 metric tons of MFO, and 43 metric tons of MGO.",2008,3,[],"[('January 3, 2008', 'DATE'), ('120', 'CARDINAL'), ('Oahu', 'PERSON'), ('4272 metric tons', 'QUANTITY'), ('258 metric tons', 'QUANTITY'), ('MFO', 'GPE'), ('43 metric tons', 'QUANTITY'), ('MGO', 'ORG')]"
7741,2008-03-01,Vermilion Block 16,"Offshore, LA",29.4,-92.2,Oil,Condensate,6678.0,,2008,3,[],
7740,2007-12-30,NY/NJ Mystery Spill,NY/NJ Harbor,40.6528,-74.1522,Oil,Oil Sheen,,The NOAA SSC was notified by USCG Sector NY of a mystery sheen extending from the Hackensack River out Newark Bay into the Kill Van Kull. As of the notification no source had been identified. The USCG is investigating.,2007,12,[],"[('USCG Sector NY', 'ORG'), ('the Hackensack River', 'LOC'), ('Newark Bay', 'LOC'), ('the Kill Van Kull', 'FAC'), ('USCG', 'ORG')]"
7739,2007-12-27,Train derailment,"Saginaw, MI",43.43600000000001,-83.916,Chemical,acrylonitrile,,"A train derailed in Saginaw Michigan at approximately 2040 December 27, no hazardous material has been released into the environment, but there is potential of 125T of Acrylonitrile.  The location of the derailed train is approximately 600' from the Saginaw River.  ",2007,12,[],"[('Saginaw Michigan', 'PERSON'), ('December 27', 'DATE'), ('125', 'CARDINAL'), ('the Saginaw River', 'LOC')]"
7738,2007-12-22,GSA Diesel Fuel Spill,"Washington, DC",38.882,-77.031,Oil,#2 Diesel heating fuel oil,500.0,,2007,12,"[('#2', 'CARDINAL')]",
7736,2007-12-21,F/V Silver Wings,Gulf of Mexico,27.9833,-91.8483,Oil,Diesel,7000.0,,2007,12,[],
7737,2007-12-21,"Lost Drum, Methanol","South Pass, Mississippi Delta, LA",28.97,-89.2453,Chemical,Methanol Drum,15.0,"A 55 gal. drum containing approx. 15 gal. of Methanol was blown off a platform on 21 December due to high winds (and not being secured).  The location was given as 28簞 58' 12"" N 089簞 14' 43"" W.  This position places the incident in Louisiana off of the Mississippi Delta.  While the threat was considered minor, the USCG request a trajectory to enhance the formulation of their Notice to Mariners and to assess if the barrel would wash ashore allowing the RP an opportunity to recover the lost HAZMAT.  ",2007,12,[],"[('55 gal', 'QUANTITY'), ('15 gal', 'QUANTITY'), ('Methanol', 'ORG'), ('21 December', 'DATE'), (""28簞 58'"", 'DATE'), ('12', 'DATE'), ('43', 'DATE'), ('Louisiana', 'GPE'), ('the Mississippi Delta', 'LOC'), ('USCG', 'ORG'), ('RP', 'ORG'), ('HAZMAT', 'ORG')]"
7735,2007-12-18,Phoenix Well Blowout,"Belle Pass, Iberia Parish, LA",29.5222,-91.4083,Oil,Gas and Gas Condensate,,"NOAA received notification of a well blowout near Belle Pass approximately 15 miles SW of Patterson, LA from both the Louisiana Oil Spill Coordinator's Office (LOSCO) and USCG MSU Morgan City.  It was reported that a kickback of natural gas occurred resulting in a well blowout.  Initial reports stated that the well was discharging an unknown amount of natural gas and condensate.  Some estimates suggest that approximately 50 barrels of condensate were discharge at the time or shortly after the kickback.  At this time, the well has not ignited. ",2007,12,[],"[('Belle Pass', 'ORG'), ('approximately 15 miles', 'QUANTITY'), ('Patterson', 'GPE'), ('LA', 'GPE'), (""the Louisiana Oil Spill Coordinator's"", 'ORG'), ('Office (LOSCO', 'ORG'), ('Morgan City', 'GPE'), ('Initial', 'ORG'), ('approximately 50 barrels', 'QUANTITY')]"
